name,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
Top,-1.046650234852926,-1.3774931889823456,-1.105899453163147,-2.2400928936400355,1.5537350177764893,0.5015930533409119
Front,-1.3554213682757776,-2.5868946514525355,-0.321129709482193,-2.4141556225218714,1.6848969459533691,0.21729475259780884
Back,-1.3629058043109339,0.09482745706524653,-2.4519920349121094,-1.5516277116588135,1.6384718418121338,-0.008960549031392873
Left,-0.39834338823427373,-2.2209555111327113,-0.8949170112609863,-2.471593519250387,1.2217698097229004,2.86083722114563
Right,-2.1240490118609827,-2.5021616421141566,-0.4790235459804535,-2.385355611840719,2.3392927646636963,-2.377600971852438
